time,x1
1.57,5.052281802834713
1.58,7.428984083291798
1.59,9.23964245164327
1.6,11.143440394981809
1.61,11.226056883534474
1.62,10.595366385931085
1.63,9.083517748455588
1.64,6.946310176735103
1.65,5.196770613482599
1.66,3.9537302840164514
1.67,4.195520551907119
1.68,3.941143841522468
1.69,4.649373616101709
1.7,6.453379398829638
1.71,8.73339137918104
1.72,11.151939135128067
1.73,12.267421054501975
1.74,11.325743243373044
1.75,8.925881539993815
1.76,7.0788612907963895
1.77,6.048272228039956
1.78,4.657797141555982
1.79,5.432108351519126
1.8,5.790854834523319
1.81,7.089306969116061
1.82,9.446414079895245
1.83,10.485548201437975
1.84,10.552568217329545
1.85,8.978632082918379
1.86,6.625044854966642
1.87,5.590036483096338
1.88,5.390789967916028
1.89,6.878335884293595
1.9,7.640561469316864
1.91,8.259818324270444
1.92,9.69113036423082
1.93,10.220447077568913
1.94,9.912949925100044
1.95,7.257781299726272
1.96,5.293607788562252
1.97,4.159484445498471
1.98,4.732798929875575
1.99,6.990610105943141
2.0,9.560008263439359
2.01,11.041671402504768
2.02,9.834431221673734
2.03,8.843659384641578
2.04,8.042291966471186
2.05,7.532403141142623
2.06,5.362496847430734
2.07,4.4278086620762025
2.08,3.5052344970226486
2.09,4.724769453515318
2.1,5.218552358961851
2.11,6.406919688936368
2.12,8.018667561897464
2.13,9.435950456182312
2.14,11.033932391137627
2.15,10.94787411971885
2.16,9.507339825263495
2.17,7.866919564623704
2.18,7.542823083645295
2.19,5.642602700344696
2.2,3.2110686972825313
2.21,3.5622571281018303
2.22,4.0694295443335236
2.23,4.594619145969087
2.24,6.283847487314349
2.25,7.595219287575263
2.26,9.705366517305498
2.27,10.896487168666457
2.28,10.9242613395068
2.29,9.708001927725956
2.3,6.763953367448799
2.31,5.207426246763212
2.32,4.436660341025558
2.33,5.153412156450916
2.34,6.279240241831083
2.35,7.12961707181554
2.36,8.804209845214938
2.37,10.273806035876792
2.38,10.81537535299542
2.39,8.927074975037687
2.4,6.710461461153731
2.41,4.296175480189969
2.42,3.8019302592528383
2.43,4.814699215387396
2.44,6.331150932957636
2.45,7.507861346250401
2.46,8.71186425014088
2.47,10.831546732465794
2.48,11.964175259090007
2.49,10.662434890348946
2.5,8.180771833831564
2.51,5.2991798409207895
2.52,4.710377424277375
2.53,4.473461027791863
2.54,4.0223615823853756
2.55,5.036512145003554
2.56,6.49426389754284
2.57,9.052028331630739
2.58,10.741522703913859
2.59,11.895611169255897
2.6,11.700759341708764
2.61,9.69696964421876
2.62,7.240030156606977
2.63,4.369311498902487
2.64,3.894806824883272
2.65,4.035336937505633
2.66,5.685344559564207
2.67,7.248964264409164
2.68,7.726593133707254
2.69,8.965161920142533
2.7,10.788419381463271
2.71,10.305319822001925
2.72,8.656500822383231
2.73,7.828478307218898
2.74,7.467713613491622
2.75,6.405697609421491
2.76,5.4213453824943905
2.77,5.874714375754802
2.78,7.418058465593912
2.79,8.778370350163883
2.8,9.254383543044483
2.81,10.11821205498339
2.82,8.451160103552699
2.83,7.177478725345026
2.84,6.475316833234658
2.85,5.841036654546183
2.86,5.417680210092584
2.87,6.162468212295046
2.88,7.909355651460199
2.89,9.071656195971649
2.9,10.11250161004457
2.91,9.340746018252016
2.92,9.108303252357585
2.93,7.180881247655776
2.94,6.126269463398248
2.95,4.120438797267493
2.96,3.9260785406571514
2.97,5.547472950471793
2.98,5.695697610730727
2.99,6.663130291128315
3.0,8.756583865274584
3.01,10.550771021962065
3.02,11.29665374193048
3.03,11.141760157533064
3.04,8.697586488613151
3.05,6.203391727972342
3.06,5.344418382260983
3.07,5.675000961341919
3.08,5.794628181951719
3.09,4.951655526702684
3.1,6.606222515704262
3.11,8.434230574449632
3.12,10.512424206413028
3.13,11.932842499197903
3.14,10.836418620356444
3.15,9.232238634448336
3.16,6.4048421261701876
3.17,4.333402596877313
3.18,2.6967706448878523
3.19,4.290663036217143
3.2,5.145078555387396
3.21,6.208879925059884
3.22,8.68758394372966
3.23,11.056394150309064
3.24,11.824396224494977
3.25,10.615692287825526
3.26,8.832499185524572
3.27,7.763858945633459
3.28,5.757659776056581
3.29,5.132320460509735
3.3,5.526892781225733
3.31,5.9320996430489
3.32,6.500273881372529
3.33,8.910494915916635
3.34,10.903133320438352
3.35,11.315365558365144
3.36,9.428767094222872
3.37,6.545517719729936
3.38,5.050224252927485
3.39,3.784387619385427
3.4,3.994955078009667
3.41,5.539804124344251
3.42,6.672001056545033
3.43,8.159183559315323
3.44,11.567981849096745
3.45,13.30408215828414
3.46,12.655872307778484
3.47,9.501081118206496
3.48,6.751042568114546
3.49,3.5625563324293132
3.5,2.77025939879902
3.51,2.471433817030018
3.52,2.624066114554946
3.53,2.8627912178612274
3.54,2.239722972409867
3.55,2.867256417977247
3.56,3.286279109227263
3.57,4.725444592107841
3.58,5.4031793504617
3.59,6.873269434639735
3.6,10.560002132789979
3.61,12.427255264415024
3.62,13.42026048694698
3.63,13.289641383172743
3.64,10.308357222443949
3.65,6.8776431424307845
3.66,4.131089079848152
3.67,3.278732090659773
3.68,5.0689044774776875
3.69,5.633099131808457
3.7,7.004267165352639
3.71,9.185532533495977
3.72,11.317735492102006
3.73,11.575585324781162
3.74,10.35747536082373
3.75,8.507397969539525
3.76,5.441260941614566
3.77,4.63241528983577
3.78,4.793494028421929
3.79,5.440548862715783
3.8,6.615626154864636
3.81,8.346470218735654
3.82,9.180487264522219
3.83,9.891097839151207
3.84,9.537338559173024
3.85,8.225124983752343
3.86,6.283869209560709
3.87,5.487351861157332
3.88,5.150103288285123
3.89,6.9588419832603385
3.9,7.564428149696351
3.91,7.994897795912506
3.92,9.378457299026811
3.93,9.399191982028647
3.94,8.321018792262478
3.95,8.089758987550042
3.96,7.563962168906318
3.97,5.926024629106692
3.98,5.070862763675663
3.99,6.246211888056187
4.0,7.4267560281226785
4.01,9.444775625672289
4.02,11.088010733721232
4.03,10.526361492161955
4.04,8.230723531637555
4.05,7.081491491286453
4.06,6.158777389792736
4.07,4.653507673705249
4.08,5.208306480344795
4.09,7.061662059153608
4.1,9.031388283893374
4.11,10.918991914422273
4.12,10.997594471488561
4.13,9.803976553816451
4.14,7.703422920975349
4.15,6.208057218365674
4.16,4.863338991769684
4.17,4.503601054276455
4.18,5.656280426556727
4.19,7.435996320613125
4.2,8.844277302764446
4.21,9.865980230489697
4.22,9.726639791103434
4.23,9.563067737943571
4.24,6.8603577830238756
4.25,5.607929965227946
4.26,6.246159103549186
4.27,7.3657392974314035
4.28,7.561309841255163
4.29,9.645517022008331
4.3,9.617571740400447
4.31,9.51665963397171
4.32,8.13144169694689
4.33,6.2660473073836975
4.34,5.751837036767359
4.35,5.059169789467806
4.36,6.4365001933755295
4.37,8.116647011166414
4.38,9.36710221048451
4.39,10.62654174333915
4.4,10.741853468845544
4.41,8.707519889158494
4.42,6.43004885571278
4.43,4.932872621456415
4.44,5.881493836490925
4.45,6.573271847851807
4.46,6.2817891828647525
4.47,8.35018344396481
4.48,9.696435704274279
4.49,9.95807700322023
4.5,9.153838896314221
4.51,7.5456567355864195
4.52,6.328512616651778
4.53,5.4274383933074795
4.54,4.962822629259843
4.55,6.906326786727551
4.56,7.9023912693523215
4.57,9.51714617438823
4.58,10.924800752165616
4.59,10.596363797644655
4.6,8.75662144202784
4.61,6.209493032688009
4.62,4.651182916691237
4.63,3.9508674189215327
4.64,4.03498128080755
4.65,4.4051232813083026
4.66,5.575453647328819
4.67,6.830284856961002
4.68,9.95380835128277
4.69,12.784598278967696
4.7,12.134256840919727
4.71,10.597746649386194
4.72,8.775474597812543
4.73,5.526307716538234
4.74,5.300176944181601
4.75,5.97512918032978
4.76,7.610371730297231
4.77,7.8747099995830325
4.78,7.888613646482138
4.79,7.611603007180367
4.8,8.554872515834209
4.81,8.434906598804346
4.82,8.322446357899704
4.83,8.268644145817479
4.84,7.6353864048899105
4.85,7.198869559309973
4.86,7.825990314395973
4.87,6.2274611653597205
4.88,5.790547031504264
4.89,6.119282673473819
4.9,6.211811648887807
4.91,7.547559522067841
4.92,9.254302276548126
4.93,8.948448830862977
4.94,9.789151743014973
4.95,9.200529045562746
4.96,8.112492786330876
4.97,6.226780813933242
4.98,6.071195912147807
4.99,6.793416127298812
5.0,6.9348257343819455
5.01,6.874015833454923
5.02,8.544468773475963
5.03,9.490573965484868
5.04,9.12891032023314
5.05,7.974995118890384
5.06,6.664170634477301
5.07,6.714039897992638
5.08,6.763972251370831
5.09,7.478772695458918
5.1,7.608787658634093
5.11,8.150290848477635
5.12,7.503101893679325
5.13,6.7815180252996505
5.14,6.790855788055911
5.15,6.764026638626191
5.16,8.451777475373252
5.17,8.70290302601158
5.18,7.5504238492014295
5.19,7.063184578991944
5.2,7.083167886447846
5.21,7.302733814000529
5.22,7.132140521233662
5.23,7.186149403436151
5.24,7.590554528788289
5.25,8.612962339317576
5.26,7.9433355625975395
5.27,8.18227088587199
5.28,8.50345349847186
5.29,7.759708349552369
5.3,7.731917992784883
5.31,7.760159644068555
5.32,6.758165990893485
5.33,5.6544370734284115
5.34,5.389424153440412
5.35,5.91697929274082
5.36,6.478662214361837
5.37,8.798779675022107
5.38,11.125128009306524
5.39,10.532674619476028
5.4,8.776614000248495
5.41,6.352757516623392
5.42,4.613388586090263
5.43,4.766920756739445
5.44,5.7797844504299505
5.45,6.234920530885347
5.46,6.528968061913664
5.47,9.614122562944477
5.48,10.990186215299365
5.49,10.939205808506838
5.5,10.680954320365686
5.51,8.87778481922598
5.52,6.533341364946473
5.53,5.158205521989089
5.54,5.008871055217128
5.55,5.280766901668077
5.56,6.284730738217839
5.57,7.5807326872401415
5.58,7.725451816457456
5.59,8.83746168899095
5.6,9.963624239271514
5.61,10.192652503758413
5.62,9.035104130538578
5.63,7.512533527675835
5.64,6.491634962795519
5.65,5.753124761249396
5.66,5.768119049828574
5.67,6.132261744952277
5.68,6.034540685338765
5.69,8.360824634607848
5.7,10.021356244271265
5.71,10.53893900359861
5.72,9.718029739430694
5.73,8.632341798481132
5.74,8.088246122795102
5.75,6.259707967974322
5.76,5.885206139559589
5.77,6.632393226249253
5.78,7.63446007474008
5.79,7.666530810784597
5.8,7.994955736880183
5.81,8.695241795590935
5.82,8.69237606582588
5.83,6.950364207395204
5.84,4.922548621296183
5.85,5.471456743272839
5.86,6.39112796492639
5.87,7.462308534598224
5.88,8.177316326166135
5.89,7.350904549031641
5.9,7.5130570521632105
5.91,7.846241776396644
5.92,8.274725745855246
5.93,7.766920031698664
5.94,7.700128136574175
5.95,8.291605672448323
5.96,7.14588150480936
5.97,5.8455723462233955
5.98,5.774901136918885
5.99,7.456812601525481
6.0,8.041041445586032
6.01,8.554146709203213
6.02,8.13073440136567
6.03,8.16337106263506
6.04,7.92792061607074
6.05,7.4320505069907234
6.06,7.2956426072354255
6.07,8.66054640987748
6.08,7.933924679815981
6.09,7.376164672283057
6.1,6.294239683987573
6.11,5.487684008955338
6.12,6.279998630887366
6.13,7.480168941735368
6.14,8.350634021055285
6.15,8.032640006646862
6.16,8.88886813415456
6.17,8.46510678908335
6.18,7.094163320613397
6.19,6.3981101499351105
6.2,5.7056880548545905
6.21,6.233178097682156
6.22,7.362349638760499
6.23,7.482000770327698
6.24,8.682909723354811
6.25,10.416315473099237
6.26,10.608483940913535
6.27,9.010461780601954
6.28,6.614141580500945
6.29,5.591927141137109
6.3,5.427365217099247
6.31,6.178923506445106
6.32,6.8706524283651085
6.33,7.422239274842132
6.34,8.83188545390564
6.35,10.978335318950327
6.36,9.17700366409672
6.37,8.193547118968421
6.38,7.911249441077825
6.39,6.183045819891792
6.4,5.819602823234753
6.41,5.945691702276694
6.42,7.327264552799264
6.43,7.627881447465576
6.44,8.429061772904461
6.45,9.434959122076789
6.46,8.658643377735858
6.47,7.060705829786375
6.48,5.577301337127647
6.49,5.63024357267836
6.5,5.762965467982269
6.51,6.382521901166662
6.52,7.613480547585938
6.53,9.784399901375533
6.54,10.211357513430134
6.55,8.661929116189652
6.56,7.955496806651688
6.57,6.972180942302806
6.58,7.243929605850191
6.59,6.859099579790435
6.6,5.318549234728806
6.61,5.740542398911714
6.62,6.911948615107693
6.63,8.007204998856185
6.64,8.518548047918825
6.65,8.848330486184835
6.66,9.00962781382862
6.67,8.464959970760544
6.68,7.020560237604016
6.69,6.030079104968507
6.7,5.971091260352143
6.71,8.102872353093069
6.72,7.90656563626872
6.73,8.485644457440138
6.74,8.51881654964576
6.75,8.556566996888805
6.76,7.011575903772755
6.77,6.113860947641751
6.78,7.183473791420827
6.79,8.215493757736546
6.8,8.210262377214182
6.81,9.275800786839575
6.82,8.294093672405346
6.83,7.369859024345065
6.84,5.256245254918269
6.85,6.549362198620127
6.86,8.385032506334444
6.87,8.325388154308303
6.88,8.828956534730551
6.89,8.35801159124858
6.9,8.02087818396959
6.91,6.7936522012127405
6.92,5.3087435173991615
6.93,5.465413835250182
6.94,6.356228731692038
6.95,7.493537805577079
6.96,8.300324929163978
6.97,9.682146992895238
6.98,10.168947536148414
6.99,10.079269715844113
7.0,8.24767251779365
7.01,5.943891501740204
7.02,2.9641798301108047
7.03,3.6541213735055607
7.04,5.125643929136999
7.05,6.098759235198932
7.06,6.009801427538662
7.07,8.78586605635514
7.08,11.579275427924264
7.09,11.303287213899543
7.1,8.654516310678305
7.11,7.062633644901256
7.12,5.264650543690536
7.13,5.027155404295286
7.14,5.962788810478635
7.15,7.6223188861399755
7.16,10.302367670845184
7.17,9.81942002470043
7.18,8.776623502742115
7.19,6.666030577314526
7.2,5.88391263469406
7.21,5.597364524143277
7.22,6.127930389506989
7.23,7.856565453283309
7.24,9.848708299621896
7.25,10.718491792602409
7.26,10.230330376598094
7.27,9.612583030415337
7.28,7.878014258207536
7.29,6.412763716938368
7.3,3.308769127154978
7.31,3.0287242296745447
7.32,4.945801080835636
7.33,5.510254917656276
7.34,5.840970474045868
7.35,7.3984027556652965
7.36,10.719048521302781
7.37,12.404254658991938
7.38,11.395373370938348
7.39,9.236667792357423
7.4,7.01182112849159
7.41,5.239084021617867
7.42,4.287223140917977
7.43,4.133516336778754
7.44,5.508960548744771
7.45,7.251657921532949
7.46,8.49509407903805
7.47,11.032136638762786
7.48,11.107666176575758
7.49,10.037586979534792
7.5,7.640878094956076
7.51,5.330435502564331
7.52,5.296074576663571
7.53,6.0255137377229495
7.54,5.451385467223723
7.55,6.161367778185419
7.56,7.775907066631664
7.57,8.77914276489057
7.58,9.372242176265377
7.59,9.538042530215847
7.6,8.798408401916145
7.61,8.01169689334898
7.62,6.101129783105737
7.63,4.9296482939267285
7.64,4.269935223988622
7.65,6.427127654312958
7.66,8.044442909310986
7.67,8.914495478032428
7.68,9.757881970381813
7.69,9.241921553562458
7.7,7.671440590226265
7.71,6.625252570474611
7.72,5.791788084725667
7.73,5.157862613169751
7.74,6.906323089064461
7.75,8.994581854582055
7.76,9.135163070131743
7.77,9.109309710324208
7.78,8.512874341091997
7.79,7.454138793438307
7.8,7.18346418156267
7.81,8.131307095046875
7.82,7.823537996120415
7.83,6.425426762730783
7.84,7.063901669939497
7.85,7.648251120480229
7.86,7.49991588666245
7.87,8.185540849225998
7.88,8.15954944707536
7.89,7.979004978262914
7.9,6.902250038163444
7.91,7.002094140873886
7.92,7.876188641196386
7.93,7.074689071747514
7.94,8.25859977213311
7.95,8.548871612973869
7.96,8.186656486055782
7.97,6.570630224547688
7.98,6.233473468008153
7.99,7.108918364880257
8.0,7.673981307541908
8.01,6.571771081921558
8.02,7.698160231228027
8.03,8.560000551157465
8.04,8.954732954680004
8.05,8.65322281496908
8.06,8.24671024994936
8.07,7.070399254547166
8.08,6.605629594244942
8.09,6.2439299776446475
8.1,6.689627970749438
8.11,8.385954513020895
8.12,8.922710246264288
8.13,8.20184223337829
8.14,8.306406566092537
8.15,8.681592248733718
8.16,8.61118684458149
8.17,8.004680929221205
8.18,6.565179489510278
8.19,5.42596693996434
8.2,5.156257952166779
8.21,6.673013793588559
8.22,8.329364674254421
8.23,9.058417078150956
8.24,9.398157835012105
8.25,9.399521384203448
8.26,7.903440196878982
8.27,7.199596416238091
8.28,5.694006340741737
8.29,6.2914290155441925
8.3,7.7147989717332415
8.31,8.2202673465974
8.32,8.062662264793659
8.33,8.787272676002353
8.34,7.898762532778662
8.35,7.7866795025305
8.36,6.9142618174284145
8.37,7.191239010986276
8.38,7.60223033975284
8.39,8.353105477578247
8.4,9.014119368068354
8.41,8.037930359987907
8.42,6.703874089163804
8.43,5.728398597848319
8.44,5.611541683053396
8.45,6.110165228039541
8.46,7.513484744618053
8.47,6.911813248473145
8.48,6.846988312029655
8.49,8.258076782157028
8.5,7.996647996043116
8.51,8.29644025024764
8.52,8.07061951273338
8.53,8.651611687738736
8.54,8.179048031194505
8.55,8.416608993336162
8.56,8.141728966457404
8.57,7.527415026306386
8.58,6.901531643591003
8.59,6.140114469333561
8.6,5.885940586812321
8.61,7.239154030171029
8.62,8.172904537080914
8.63,8.498759171728295
8.64,9.275297498025276
8.65,9.137744331411183
8.66,8.391505588777186
8.67,6.751432182595032
8.68,4.708213955777055
8.69,4.817696285588365
8.7,5.843682230773975
8.71,6.7099358267837825
8.72,9.37683062450924
8.73,11.151915923259951
8.74,10.2532648228814
8.75,8.67037261264473
8.76,7.156202802901074
8.77,4.989558167529786
8.78,4.049434323995083
8.79,4.826843736492833
8.8,6.211974026500659
8.81,7.4994214342084575
8.82,9.09439474055184
8.83,9.885598757965838
8.84,9.226910996947677
8.85,9.50096477574381
8.86,8.616216640908426
8.87,7.185404420248744
8.88,5.5031951516612025
8.89,4.928668915283854
8.9,5.106736450071718
8.91,5.770322994821424
8.92,6.58008554570743
8.93,8.602265398042848
8.94,10.505556758294954
8.95,10.915740558055035
8.96,10.95335620410732
8.97,9.08908773274237
8.98,7.346303108744998
8.99,5.250736365291026
9.0,4.106839749966721
9.01,4.382879956966313
9.02,6.13624387063777
9.03,7.8411329925824
9.04,9.366037663033357
9.05,12.12753481501023
9.06,11.76525235411668
9.07,9.198956221153777
9.08,7.170706053611731
9.09,6.081445918369024
9.1,5.234518961890824
9.11,5.452370561317203
9.12,5.646424110599323
9.13,6.139909794787485
9.14,7.986632551774683
9.15,9.053729210389406
9.16,10.431726456975797
9.17,11.224020976823311
9.18,9.75513506519857
9.19,6.711605437659557
9.2,4.959008604209515
9.21,5.611203171137213
9.22,6.553084310747614
9.23,8.160552794054816
9.24,8.939308485728342
9.25,10.283940290794094
9.26,10.49989324592442
9.27,9.28539792924293
9.28,6.6346678515908195
9.29,5.761814018455791
9.3,4.97460918075825
9.31,5.483004472563138
9.32,7.64159004551502
9.33,10.37450985740163
9.34,10.36902797597118
9.35,9.885544773491167
9.36,9.268122641074342
9.37,7.509495687946082
9.38,5.109054119633267
9.39,4.857448402298779
9.4,5.423437737839315
9.41,7.942736922277518
9.42,10.18617262279732
9.43,11.445038538990545
9.44,12.127544265669226
9.45,9.077072163387289
9.46,6.669242955912683
9.47,4.974536302585651
9.48,4.083743363062418
9.49,4.22364788690426
9.5,5.687178179332644
9.51,6.83087121849921
9.52,9.12854181715307
9.53,10.745118047041537
9.54,10.872134616901194
9.55,10.183522441855924
9.56,8.334637487473874
9.57,6.817467465717691
9.58,6.05091688710538
9.59,3.8367570746170188
9.6,3.2973565655393884
9.61,4.806890328655484
9.62,5.5445486260178445
9.63,7.183427478566486
9.64,10.893170882674845
9.65,13.283278883588775
9.66,12.924072671239083
9.67,11.561755710016872
9.68,9.741525399212016
9.69,7.332356454615642
9.7,3.6933355064613913
9.71,3.907394395046783
9.72,5.492531212532892
9.73,6.751718458579436
9.74,7.903279817104176
9.75,10.761486538326631
9.76,11.737942116117347
9.77,11.74611419690094
9.78,11.163207997940265
9.79,7.104312726877168
9.8,5.2081241837835
9.81,4.27665703947082
9.82,3.6679098617399255
9.83,4.670514541044259
9.84,5.5388743289778635
9.85,6.597873243411286
9.86,8.00934774552698
9.87,8.942131765014564
9.88,9.688400376677079
9.89,9.710804929770175
9.9,9.538286490101463
9.91,7.7431303001227505
9.92,5.712869388394115
9.93,5.124425517566042
9.94,5.453712352042409
9.95,7.2106864715039265
9.96,8.971607484463343
9.97,9.944026916885086
9.98,9.355997587896477
9.99,8.2114743410297
10.0,8.1472311467531
